gene,h_statistic,p_value,fdr
gene_17932,487.92720316419764,2.7356189675588785e-104,1.4518884814437817e-102
gene_7963,487.8578915944581,2.8316852396953847e-104,1.4989399798921562e-102
gene_3639,487.2225925779116,3.885391641314083e-104,2.051344761854101e-102
gene_13710,486.651451869728,5.163558708261351e-104,2.7190708499935617e-102
gene_6451,486.5361490374221,5.468702803838661e-104,2.8722763479590013e-102
gene_11538,486.3278871510465,6.066282598230909e-104,3.1778834305395645e-102
gene_13210,486.22670173755233,6.379766339399512e-104,3.3258454095943803e-102
gene_4773,486.22611733191314,6.38162315870936e-104,3.3258454095943803e-102
gene_13824,486.18311160945996,6.519757945141956e-104,3.3891009102497558e-102
gene_5646,486.0399260044618,7.001586083030498e-104,3.630232620127172e-102
gene_15066,485.8246463295508,7.793852921711455e-104,4.0306777475684745e-102
gene_11576,485.743477908672,8.115316029738952e-104,4.186219526463045e-102
gene_1676,485.6789458391545,8.380326392459439e-104,4.311923154756294e-102
gene_4805,485.5325982480002,9.013834134511745e-104,4.626110153146244e-102
gene_20239,485.38470325577146,9.702704094215298e-104,4.96704758200323e-102
gene_180,485.31430196798874,1.0048876182907775e-103,5.131270840772175e-102
gene_15668,485.3031998866546,1.0104582803779059e-103,5.1467196190230825e-102
gene_5835,485.2407676582859,1.0423647802024626e-103,5.295894025244723e-102
gene_18391,484.86090640085433,1.2594091300213393e-103,6.382584465704638e-102
gene_18811,484.80947067590296,1.292082006361626e-103,6.53179756265961e-102
gene_10363,484.7981629611125,1.2993777612307863e-103,6.552298680760032e-102
gene_17248,484.75907864824603,1.3249137584333144e-103,6.664448037134341e-102
gene_12604,484.4168325591691,1.5710859288777801e-103,7.883108825766152e-102
gene_1216,484.2845168478934,1.678084311640266e-103,8.39914427368263e-102
gene_18270,484.1046742651893,1.8352931895924411e-103,9.163324342407099e-102
gene_11965,483.92840416982597,2.0036622066102631e-103,9.979323517208407e-102
gene_16363,483.52863208559256,2.4449865342625313e-103,1.2147438012118586e-101
gene_864,483.5154080886051,2.461139311013194e-103,1.2197720099999461e-101
gene_11345,483.4929787132084,2.4887805881259114e-103,1.2304555567846957e-101
gene_4247,483.1583176068483,2.940071380476264e-103,1.4500288630392815e-101
gene_18905,483.1514962298961,2.950074689192342e-103,1.4514223914880376e-101
gene_3225,483.0230362804643,3.144942619172028e-103,1.54354089083198e-101
gene_8024,482.7891788319076,3.5333346867337655e-103,1.729965150131803e-101
gene_20360,482.7521787676501,3.5990351754976565e-103,1.7578765769018865e-101
gene_3063,482.658671617393,3.770571051156509e-103,1.8372221018177294e-101
gene_19151,482.3438510012883,4.410495262664618e-103,2.1438611708255105e-101
gene_4274,482.1383367114156,4.885734965205091e-103,2.3578626904871632e-101
gene_5944,482.1456186682341,4.868051674421808e-103,2.3578626904871632e-101
gene_13462,482.1399028474034,4.881926392552827e-103,2.3578626904871632e-101
gene_1515,482.0654726213183,5.066251822766835e-103,2.4342436773823424e-101
gene_2945,482.06474779235214,5.06808064971053e-103,2.4342436773823424e-101
gene_10594,482.05889754248255,5.082865691485751e-103,2.435559885012639e-101
gene_15437,481.9269999511931,5.427895506858028e-103,2.5947393627464815e-101
gene_12928,481.8869490920322,5.537228777770044e-103,2.640761865926605e-101
gene_12299,481.72326015794954,6.007449518471295e-103,2.8582738050119543e-101
gene_18379,481.53809641527744,6.587667200180219e-103,3.1269769590339014e-101
gene_3493,481.35454049076606,7.21814197140467e-103,3.418221283460745e-101
gene_11772,481.25718190991904,7.576682375652978e-103,3.5796283719177305e-101
gene_8594,481.229590396732,7.68149417759128e-103,3.620687500351359e-101
gene_18282,481.11525240619403,8.131508370159342e-103,3.823889087278885e-101
gene_11107,481.0624360905855,8.348194309354563e-103,3.916678355671894e-101
gene_6330,480.9634883883661,8.76980227956217e-103,4.1049576827552466e-101
gene_12089,480.9168342892908,8.975913449260543e-103,4.1917308512124123e-101
gene_9645,480.5883602719132,1.057086144885788e-102,4.925193303164866e-101
gene_10218,480.3138477402211,1.2119170846063504e-102,5.6336035328333364e-101
gene_5199,480.2819239716688,1.2313352707831435e-102,5.710740942776593e-101
gene_7079,480.20161558980004,1.2815712012311013e-102,5.930126146474623e-101
gene_7118,480.1706574704362,1.3014794842135454e-102,6.008496952119201e-101
gene_9267,480.06718930733996,1.3702882955389056e-102,6.311753900704376e-101
gene_1278,480.04077322619787,1.3884310851755865e-102,6.380787493939895e-101
gene_16061,479.9736191310471,1.435641976807335e-102,6.582792837419755e-101
gene_12290,479.7502944759458,1.604498080777378e-102,7.340397215248724e-101
gene_17818,479.7359478846333,1.6160008732718047e-102,7.376332654272948e-101
gene_2427,479.5833493061059,1.743573898668404e-102,7.940722478597702e-101
gene_5856,479.4793379026673,1.836252246422325e-102,8.344012735933895e-101
gene_4030,479.1514926495339,2.1618582529015375e-102,9.801555096843496e-101
gene_18159,479.0854569138555,2.2341230223608335e-102,1.0106532804285999e-100
gene_2105,479.0471691351595,2.2771235993679495e-102,1.0278061674736452e-100
gene_8788,478.9719864165786,2.363983511420201e-102,1.0646349796086389e-100
gene_17771,478.81519287368985,2.555936901699345e-102,1.1485244464280547e-100
gene_11411,478.46750278550326,3.0390364444824325e-102,1.36257995440974e-100
gene_4068,478.41110983010606,3.1255791872206944e-102,1.3982817863891518e-100
gene_18532,478.39091878496447,3.1571606617869075e-102,1.409292400485498e-100
gene_2769,478.3824313830369,3.1705311594586024e-102,1.4121434047447666e-100
gene_10128,477.96707896629266,3.898961898179037e-102,1.7327672207269958e-100
gene_19375,477.95015024820214,3.931965490190331e-102,1.7436025038846203e-100
gene_184,477.84953245803354,4.133971869338931e-102,1.8291694785536656e-100
gene_16949,477.8201835055661,4.194826448674977e-102,1.8520433541191423e-100
gene_10353,477.79006857164086,4.258200571988839e-102,1.8759275330323814e-100
gene_7555,477.58529101934823,4.715281175568262e-102,2.0727761011123004e-100
gene_15894,477.4715478678166,4.990035013152024e-102,2.1887960520812816e-100
gene_617,477.4160351679326,5.1298862770351575e-102,2.2452690564486563e-100
gene_9082,477.27506352618184,5.502899965265944e-102,2.4033291619361263e-100
gene_13653,476.8009653854506,6.968044334036529e-102,3.036655699968807e-100
gene_7040,476.7785093586744,7.046392007170472e-102,3.0641955435912713e-100
gene_17537,476.7027625637952,7.31722304301772e-102,3.175140926027067e-100
gene_16245,476.6274733452007,7.596732416348142e-102,3.289368869185777e-100
gene_5036,476.60937436667655,7.665501089022505e-102,3.312053365835984e-100
gene_15586,476.56007446677194,7.855994114932156e-102,3.3871227504913245e-100
gene_91,476.5479803796344,7.903443838102404e-102,3.4000621568687874e-100
gene_11464,476.5438702978609,7.919634419094994e-102,3.4000621568687874e-100
gene_6990,476.5194708566409,8.016434748970269e-102,3.4343289631128773e-100
gene_7073,476.4498964974114,8.299004368652921e-102,3.5478682312585777e-100
gene_2831,476.4280901338419,8.389602618573342e-102,3.5790327964171214e-100
gene_9204,476.2804777643378,9.02944367168328e-102,3.8358063127123446e-100
gene_15999,476.28363934486725,9.015240884028507e-102,3.8358063127123446e-100
gene_13355,476.26752828153263,9.087850600074624e-102,3.852524674719266e-100
gene_8034,476.21819349046905,9.313851117973889e-102,3.9400707836098327e-100
gene_19446,475.67760965503135,1.2190580038116013e-101,5.146257180600082e-100
gene_14383,475.6147211682063,1.2578337716640805e-101,5.298886811837369e-100
gene_8988,475.6103622172127,1.2605666744791405e-101,5.299359402212619e-100
gene_1849,475.34589251458146,1.4379842753968393e-101,6.020182201407761e-100
gene_1137,475.34882611972216,1.4358854069361534e-101,6.020182201407761e-100
gene_16393,475.33997494744017,1.4422273809602246e-101,6.025471047602624e-100
gene_134,475.22639532391383,1.5261382902956975e-101,6.362895333622536e-100
gene_1991,475.2050804146952,1.5424211249857382e-101,6.417550939986958e-100
gene_970,475.0566099433438,1.66076344478326e-101,6.895748997322854e-100
gene_4618,474.961590767494,1.7412230928910462e-101,7.215014787161854e-100
gene_15371,474.9570295550139,1.7451819793402954e-101,7.216630839312907e-100
gene_18538,474.9364168754055,1.7631852212857994e-101,7.276197624412276e-100
gene_13890,474.78815561039073,1.898267599808047e-101,7.81769228833371e-100
gene_1317,474.74049059966546,1.9438571289203214e-101,7.989173781280045e-100
gene_216,474.5872713659328,2.097953584451182e-101,8.593724160650547e-100
gene_18191,474.58583842271094,2.099450934850586e-101,8.593724160650547e-100
gene_8819,474.5191432967806,2.1703391822997515e-101,8.8659451727845e-100
gene_17287,474.5046403920778,2.1860679585184228e-101,8.912193586532465e-100
gene_450,474.40475696123684,2.2975344136577415e-101,9.347775327680723e-100
gene_11652,474.3322606642915,2.38198105386085e-101,9.671895359461896e-100
gene_16313,474.05316405113865,2.7370883884315113e-101,1.1091515892279277e-99
gene_3931,473.9992942290372,2.8114952769318407e-101,1.137024919896775e-99
gene_12848,473.6555867267789,3.3362515405252404e-101,1.3465537405381413e-99
gene_13809,473.4531664694953,3.690021781927773e-101,1.4863731165809062e-99
gene_13801,473.2898611125038,4.002589422999709e-101,1.609072777782845e-99
gene_11372,473.0654061904297,4.4758514797085034e-101,1.7957577930790802e-99
gene_18444,472.9585380016053,4.7204574998903503e-101,1.890145962480847e-99
gene_12187,472.88971749701847,4.885008701279031e-101,1.952169188706784e-99
gene_9059,472.74029872514757,5.2622872164220635e-101,2.0987911203800896e-99
gene_863,472.6916651720159,5.391265225764995e-101,2.141783381732691e-99
gene_17905,472.69458763180165,5.3834262438423695e-101,2.141783381732691e-99
gene_18383,472.67889434902435,5.4256548448247646e-101,2.151218953278462e-99
gene_6215,472.5782284642817,5.704523457811726e-101,2.257361425448355e-99
gene_1625,472.25283184850787,6.707805629364005e-101,2.6491901881126867e-99
gene_5637,472.22213374473813,6.811117393513749e-101,2.68474863185656e-99
gene_14453,472.109158781886,7.20521744596452e-101,2.8345661862811e-99
gene_7178,472.07150317154463,7.341577860960258e-101,2.8826028335238326e-99
gene_9483,472.00676106957144,7.582085263193272e-101,2.9712663974230844e-99
gene_13140,471.97125525867887,7.717313100211628e-101,3.0184098297752287e-99
gene_11358,471.85429451895016,8.180062828029374e-101,3.1932249120768724e-99
gene_17208,471.8206703588585,8.31815894703404e-101,3.240876533101644e-99
gene_8433,471.73317009448783,8.688552855031653e-101,3.3786774477229823e-99
gene_17881,471.6716622468643,8.958747904274387e-101,3.4770602950543643e-99
gene_404,471.6431732365293,9.086727502960145e-101,3.519975418340174e-99
gene_2909,471.5904713850514,9.328315791078148e-101,3.6066515030858745e-99
gene_17919,471.5474894191725,9.530095173032033e-101,3.677634627745816e-99
gene_1377,471.5211744168045,9.655779364897838e-101,3.719038372144746e-99
gene_18745,471.38593893797764,1.032831070869989e-100,3.970508951342594e-99
gene_6030,471.3478772634271,1.052590296400632e-100,4.038790964614266e-99
gene_17347,471.25338698002315,1.1032932555083953e-100,4.219436262740788e-99
gene_10548,471.25238568073337,1.1038434216853157e-100,4.219436262740788e-99
gene_19421,471.2131160301715,1.1256379630666254e-100,4.294627405881176e-99
gene_6308,471.2010941157143,1.1323957319888484e-100,4.312273841157533e-99
gene_17926,471.0631431640886,1.2129063375541497e-100,4.5929174254087004e-99
gene_3431,471.06938989661853,1.2091398631773128e-100,4.5929174254087004e-99
gene_2954,471.06457338488127,1.212042950059645e-100,4.5929174254087004e-99
gene_14182,470.9989354544896,1.2523070991543192e-100,4.733252682616727e-99
gene_15947,470.7824415735099,1.3948357415952175e-100,5.26212192738748e-99
gene_10597,470.56181010553837,1.5567893936235345e-100,5.8621672864918974e-99
gene_15117,470.01931492778226,2.0395405484846908e-100,7.651493400910747e-99
gene_18547,470.02160595474606,2.0372154528501681e-100,7.651493400910747e-99
gene_4178,469.92776303504036,2.134658179918856e-100,7.993504269655406e-99
gene_14572,469.6448132966103,2.457591139558814e-100,9.18575793586299e-99
gene_18413,469.51537181233067,2.6211886973395154e-100,9.779161743339915e-99
gene_16947,469.2834114476386,2.9420776954762355e-100,1.0935984022100176e-98
gene_1784,469.2844582032689,2.9405448113180297e-100,1.0935984022100176e-98
gene_17457,469.23470757795394,3.014290916687138e-100,1.1183848922262498e-98
gene_1516,469.01503254327963,3.362671868531673e-100,1.2453587518970505e-98
gene_1410,468.8758885497651,3.603884880148822e-100,1.3322514837566604e-98
gene_10284,468.79045818415,3.760478217094639e-100,1.3876027377348665e-98
gene_5642,468.72091286263304,3.892964946032806e-100,1.4338733000679301e-98
gene_3542,468.5426796764694,4.2542094298480685e-100,1.5640794341992324e-98
gene_7880,468.40391030247747,4.5585230425043756e-100,1.6729200443281483e-98
gene_15055,468.1487887263729,5.175919331755764e-100,1.896055521873792e-98
gene_10523,468.05559593741555,5.421730945333733e-100,1.9825103335550347e-98
gene_11313,468.02750131492985,5.498100493719448e-100,2.0068066802075987e-98
gene_17173,467.860878629745,5.973657891656309e-100,2.176456508597878e-98
gene_8628,467.7332037234265,6.365705962193521e-100,2.3151248248473957e-98
gene_8976,467.59661309202465,6.813661419089908e-100,2.473591518050575e-98
gene_19669,467.4947037749471,7.168290838315119e-100,2.5976704129313622e-98
gene_1776,467.3938848795345,7.537284225799577e-100,2.7265013296939758e-98
gene_553,467.38475068997616,7.571639101227627e-100,2.7340377547486403e-98
gene_7937,467.3415632835304,7.736205023966612e-100,2.7884813153231528e-98
gene_17993,467.1916890921714,8.335545629011644e-100,2.9991649139545275e-98
gene_5590,466.96368292844807,9.337569419800093e-100,3.35372986212749e-98
gene_3458,466.8860753841092,9.705417707135023e-100,3.47966757900669e-98
gene_10718,466.48221573530685,1.186689264514967e-99,4.2470873659747167e-98
gene_8348,466.1852659616816,1.375762509853914e-99,4.915069560380918e-98
gene_6940,466.1211591827728,1.4203802025065136e-99,5.0655217063287854e-98
gene_4881,466.05286453272834,1.4695055849205474e-99,5.2314916254715476e-98
gene_7966,465.75623276043626,1.7033687973283715e-99,6.053395509802636e-98
gene_13838,465.725922444078,1.7292681639226149e-99,6.134654656610385e-98
gene_13797,465.70699113848787,1.7456438727897975e-99,6.181902758613396e-98
gene_8530,465.6107518835358,1.8313205290144033e-99,6.473974198811232e-98
gene_12262,465.57657178592984,1.86275068487187e-99,6.573591902058305e-98
gene_18676,465.50536786437635,1.9299689686890045e-99,6.798937720533164e-98
gene_214,465.48546080001825,1.9491918956454633e-99,6.854714664669029e-98
gene_5765,465.4262335860526,2.007523313520887e-99,7.047591826858656e-98
gene_4866,465.3587703278604,2.0760957144219025e-99,7.275690024493118e-98
gene_15792,465.35487248171603,2.080128461895369e-99,7.277210662281358e-98
gene_3579,465.16009473516624,2.2919469949381548e-99,8.004397268505082e-98
gene_16316,465.0709354455512,2.395975477028758e-99,8.35327933120664e-98
gene_16392,464.9994135744361,2.4828280185908463e-99,8.641181646114544e-98
gene_8133,464.987485677731,2.4976159253775984e-99,8.677713337982889e-98
gene_817,464.9408508160162,2.5562828963349094e-99,8.866311568917359e-98
gene_3925,464.8424264373839,2.684664028999819e-99,9.295649200411873e-98
gene_2597,464.7643192124008,2.7911170167901095e-99,9.647722597694497e-98
gene_17764,464.75777733865215,2.800222285077175e-99,9.662678298045316e-98
gene_6760,464.60111450054404,3.027370811080288e-99,1.0428699347675384e-97
gene_1669,464.56654260480906,3.0799284795812553e-99,1.0591706426124585e-97
gene_4223,464.4735313191518,3.2259021452378124e-99,1.1074867110161936e-97
gene_19313,464.2862241880503,3.541196245052696e-99,1.2136699876476365e-97
gene_15863,464.21570948568836,3.667721798350256e-99,1.2549069794321578e-97
gene_4521,464.06347670455466,3.9565028425856575e-99,1.351426418579807e-97
gene_13818,463.90492823197997,4.281461856364903e-99,1.4599568330110407e-97
gene_1470,463.7178603892048,4.69936236366241e-99,1.599761049757872e-97
gene_3641,463.6223900259247,4.928117142227348e-99,1.6748143988736e-97
gene_2845,463.6145436482184,4.947405679453763e-99,1.678548494030781e-97
gene_5119,463.5998652607109,4.983692103167506e-99,1.6880274374899522e-97
gene_13674,463.5479590750133,5.114157155118896e-99,1.72932059922507e-97
gene_17010,463.5358462692848,5.1450906640520065e-99,1.7368760987945848e-97
gene_12015,463.5296857463977,5.160895025873417e-99,1.7393076386364395e-97
